appearance_id,person_name,season_id,episode_id,appearance_type,role_detail,is_drag_race_alum,alum_queen_id,notes
AP0299,Derrick Barry,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0093,
AP0300,Eureka,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,No,,
AP0301,Farrah Moan,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0108,
AP0302,Ginger Minj,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0076,
AP0303,Jasmine Masters,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0086,
AP0304,Kimora Blac,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0113,
AP0305,Manila Luzon,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0023,
AP0306,Mariah Balenciaga,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,No,,
AP0307,Ongina,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0005,
AP0308,Raja,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0022,
AP0309,Raven,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0011,
AP0310,Sonique,US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,Yes,Q0018,
AP0311,"Victoria ""Porkchop"" Parker",US11,US11E01,MAINSTAGE_GUEST,former contestant - premiere guest,No,,
AP0312,Bobby Moynihan,US11,US11E02,GUEST_JUDGE,comedian,No,,
AP0313,Sydelle Noel,US11,US11E02,GUEST_JUDGE,actress,No,,
AP0314,Derrick Barry,US11,US11E02,WERKROOM_GUEST,alum guest,Yes,Q0093,
AP0315,Guillermo Díaz,US11,US11E03,GUEST_JUDGE,actor,No,,
AP0316,Troye Sivan,US11,US11E03,GUEST_JUDGE,singer,No,,
AP0317,Cara Delevingne,US11,US11E05,GUEST_JUDGE,model/actress,No,,
AP0318,Elvira,US11,US11E05,GUEST_JUDGE,actress (Cassandra Peterson),No,,
AP0319,Trixie Mattel,US11,US11E05,MAINSTAGE_GUEST,AS3 winner - guest,Yes,Q0080,
AP0320,Mirai Nagasu,US11,US11E06,GUEST_JUDGE,figure skater,No,,
AP0321,Adam Rippon,US11,US11E06,GUEST_JUDGE,figure skater,No,,
AP0322,Travis Wall,US11,US11E06,GUEST_JUDGE,choreographer,No,,
AP0323,Love Connie,US11,US11E06,WERKROOM_GUEST,performer,No,,
AP0324,Lena Waithe,US11,US11E11,GUEST_JUDGE,writer/actress,No,,S11 guest judge
AP0325,Gina Rodriguez,US11,US11E10,GUEST_JUDGE,actress,No,,S11 guest judge
AP0326,Wanda Sykes,US11,US11E11,GUEST_JUDGE,comedian,No,,S11 guest judge
AP0327,Tony Hale,US11,US11E08,GUEST_JUDGE,actor,No,,S11 guest judge
AP0328,Kandi Burruss,US11,US11E07,GUEST_JUDGE,singer/TV personality,No,,S11 guest judge
AP0329,Tiffany Pollard,US11,US11E04,GUEST_JUDGE,TV personality,No,,S11 guest judge
AP0330,Joel McHale,US11,US11E04,GUEST_JUDGE,comedian,No,,S11 guest judge
AP0331,Clea DuVall,US11,US11E08,GUEST_JUDGE,actress,No,,S11 guest judge
AP0332,Fortune Feimster,US11,US11E09,GUEST_JUDGE,comedian,No,,S11 guest judge
AP0333,Cheyenne Jackson,US11,US11E09,GUEST_JUDGE,actor,No,,S11 guest judge
AP0334,Katherine Langford,US11,US11E10,GUEST_JUDGE,actress,No,,S11 guest judge
AP0335,Natasha Lyonne,US11,US11E09,GUEST_JUDGE,actress,No,,S11 guest judge
AP0336,Amber Valletta,US11,US11E07,GUEST_JUDGE,model,No,,S11 guest judge
AP0337,Rachel Maddow,US11,US11E04,MAINSTAGE_GUEST,news anchor - special appearance,No,,S11
AP0338,Nicki Minaj,US12,US12E01,GUEST_JUDGE,rapper (premiere),No,,
AP0339,Thandiwe Newton,US12,US12E02,GUEST_JUDGE,actress,No,,
AP0340,Robyn,US12,US12E02,GUEST_JUDGE,singer,No,,
AP0341,Raven,US12,US12E02,WERKROOM_GUEST,alum guest/makeup,Yes,Q0011,
AP0342,Zaldy,US12,US12E02,WERKROOM_GUEST,fashion designer,No,,
AP0343,Olivia Munn,US12,US12E03,GUEST_JUDGE,actress,No,,
AP0344,Charo,US12,US12E03,WERKROOM_GUEST,entertainer,No,,
AP0345,Normani,US12,US12E05,GUEST_JUDGE,singer,No,,
AP0346,Winnie Harlow,US12,US12E07,GUEST_JUDGE,model,No,,
AP0347,Alexandria Ocasio-Cortez,US12,US12E07,GUEST_JUDGE,U.S. Representative,No,,
AP0348,Jamal Sims,US12,US12E07,WERKROOM_GUEST,choreographer,No,,
AP0349,Rachel Bloom,US12,US12E09,GUEST_JUDGE,actress/singer,No,,
AP0350,Jeff Goldblum,US12,US12E09,GUEST_JUDGE,actor,No,,
AP0351,Raven,US12,US12E09,WERKROOM_GUEST,alum guest,Yes,Q0011,
AP0352,Daisy Ridley,US12,US12E10,GUEST_JUDGE,actress,No,,
AP0353,Jamal Sims,US12,US12E12,GUEST_JUDGE,choreographer,No,,
AP0354,Leland,US12,US12E12,WERKROOM_GUEST,music producer,No,,
AP0355,Whoopi Goldberg,US12,US12E11,GUEST_JUDGE,actress/TV host,No,,S12 guest judge
AP0356,Chaka Khan,US12,US12E08,GUEST_JUDGE,singer,No,,S12 guest judge
AP0357,Leslie Jones,US12,,GUEST_JUDGE,comedian,No,,S12 guest judge; exact ep TBD
AP0358,Daniel Franzese,US12,,GUEST_JUDGE,actor,No,,S12 guest judge; exact ep TBD
AP0359,Jonathan Bennett,US12,,GUEST_JUDGE,actor,No,,S12 guest judge; exact ep TBD
AP0360,Jamal Sims,US13,US13E02,GUEST_JUDGE,choreographer,No,,
AP0361,Nicole Byer,US13,US13E03,GUEST_JUDGE,comedian/host,No,,
AP0362,Loni Love,US13,US13E04,GUEST_JUDGE,comedian/host,No,,
AP0363,Jeffrey Bowyer-Chapman,US13,US13E04,WERKROOM_GUEST,actor/model,No,,
AP0364,Anne Hathaway,US13,US13E08,GUEST_JUDGE,actress (Rusical),No,,
AP0365,Jamal Sims,US13,US13E08,WERKROOM_GUEST,choreographer,No,,
AP0366,Jamal Sims,US13,US13E14,GUEST_JUDGE,choreographer,No,,
AP0367,Ts Madison,US13,,GUEST_JUDGE,TV personality (recurring guest judge),No,,S13 recurring GJ; exact ep TBD
AP0368,Cynthia Erivo,US13,,GUEST_JUDGE,actress/singer,No,,S13 guest judge; exact ep TBD
AP0369,Nicole Byer,US13,,GUEST_JUDGE,comedian (also later ep),No,,S13 Nicole Byer appeared in multiple eps; additional ep TBD
AP0370,Loni Love,US13,,GUEST_JUDGE,comedian (disco doc ep),No,,S13 Loni Love second appearance (disco); exact ep TBD
AP0371,Scarlett Johansson,US13,,MAINSTAGE_GUEST,superfan video masterclass,No,,S13; exact ep TBD
AP0372,Anne Hathaway,US13,,MAINSTAGE_GUEST,superfan video masterclass,No,,S13 masterclass (separate from ep8 judging)
AP0373,Nina West,US13,,MAINSTAGE_GUEST,former Miss Congeniality - guest,Yes,Q0132,S13 Miss C guest; exact ep TBD
AP0374,Valentina,US13,,MAINSTAGE_GUEST,former Miss Congeniality - guest,Yes,Q0107,S13 Miss C guest; exact ep TBD
AP0375,Heidi N Closet,US13,,MAINSTAGE_GUEST,former Miss Congeniality - guest,Yes,Q0147,S13 Miss C guest; exact ep TBD
AP0376,Lizzo,US14,US14E01,GUEST_JUDGE,singer,No,,
AP0377,Alicia Keys,US14,US14E02,GUEST_JUDGE,singer-songwriter,No,,
AP0378,Andra Day,US14,US14E12,GUEST_JUDGE,singer,No,,
AP0379,Leslie Jordan,US14,US14E12,MAINSTAGE_GUEST,actor (guest star),No,,
AP0380,Leland,US14,US14E12,WERKROOM_GUEST,music producer,No,,
AP0381,Dulcé Sloan,US14,US14E13,GUEST_JUDGE,comedian (The Daily Show),No,,
AP0382,Norvina,US14,US14E13,WERKROOM_GUEST,ABH president (mini-challenge),No,,
AP0383,Dove Cameron,US14,,GUEST_JUDGE,actress/singer,No,,S14 Snatch Game ep; exact ep TBD
AP0384,Raven,US14,,MAINSTAGE_GUEST,alum - plays Snatch Game,Yes,Q0011,S14 Snatch Game; exact ep TBD
AP0385,Nicole Byer,US14,,GUEST_JUDGE,comedian (menz panel ep),No,,S14 menz panel ep; exact ep TBD
AP0386,Taraji P. Henson,US14,,GUEST_JUDGE,actress,No,,S14 guest judge; exact ep TBD
AP0387,Ava Max,US14,,GUEST_JUDGE,singer,No,,S14 guest judge; exact ep TBD
AP0388,Christine Chiu,US14,,GUEST_JUDGE,TV personality,No,,S14 guest judge; exact ep TBD
AP0389,Loni Love,US14,,GUEST_JUDGE,comedian,No,,S14 guest judge; exact ep TBD
AP0390,Ts Madison,US14,,GUEST_JUDGE,TV personality,No,,S14 guest judge; exact ep TBD
AP0391,Alec Mapa,US14,,GUEST_JUDGE,actor/comedian,No,,S14 guest judge; exact ep TBD
AP0392,Jennifer Lopez,US14,,MAINSTAGE_GUEST,virtual appearance,No,,S14 virtual; exact ep TBD
AP0393,Sarah McLachlan,US14,,MAINSTAGE_GUEST,virtual appearance,No,,S14 virtual; exact ep TBD
AP0394,Trinity K. Bonet,US14,,WERKROOM_GUEST,alum guest,Yes,Q0067,S14 non-mainstage alum guest; exact ep TBD
AP0395,Naomi Smalls,US14,,WERKROOM_GUEST,alum guest,Yes,Q0091,S14 non-mainstage alum guest; exact ep TBD
